Date,Open,High,Low,Close,Adj Close,Volume,Close_1,Close_inc,Volume_1,Volume_inc,MA5,MA5_1,MA5_inc,EMA5,MA10,MA10_1,MA10_inc,EMA10,MA20,MA20_1,MA20_inc,EMA20,RSI12,OBV,ROC5,ROC10,ROC20,MACD,MACDsignal,MACDhist,STOCHk3,STOCHd3,CCI10,ATR14,BBM20,BBU20,BBL20,MOM10
2020-02-03,5.866622,6.001278,5.8603997,5.981864,5.981864,255564000,5.8847923,0.09707165,370420000.0,-114856000.0,6.053697,6.05305,0.0006469727,6.027141,6.117192,6.1394687,-0.02227683,6.073836,6.1048465,6.099545,0.0053016185,6.0950875,44.350975,1516592000.0,0.054107107,-3.5903547,1.8045509,-0.015391951,0.0071541383,-0.02254609,48.103355,41.657066,-97.29564,0.17090659,6.1048465,6.3486238,5.861069,-0.2227683
2020-02-04,6.1237383,6.1702833,6.073709,6.1511173,6.1511173,271544000,5.981864,0.16925335,255564000.0,15980000.0,6.0495157,6.053697,-0.004181385,6.068472,6.1151757,6.117192,-0.0020160675,6.088059,6.1173787,6.1048465,0.01253221,6.1010876,48.193542,1788136000.0,-0.33873692,-0.32668558,4.247866,-0.009367513,0.0038252452,-0.013192757,94.14436,51.390347,16.028418,0.17506675,6.1173787,6.3419304,5.892827,-0.020160675
2020-02-05,6.2720838,6.2822886,6.1580863,6.241469,6.241469,208220000,6.1511173,0.09035158,271544000.0,-63324000.0,6.075501,6.0495157,0.02598543,6.126143,6.1167936,6.1151757,0.0016178607,6.1162305,6.130857,6.1173787,0.013478041,6.1159434,51.393566,1996356000.0,2.125931,0.2598852,4.513814,0.0015540817,0.0033683153,-0.0018142336,90.32452,77.52408,77.25938,0.17704017,6.130857,6.35096,5.9107537,0.016178608
2020-02-06,6.275817,6.328335,6.1946745,6.328335,6.328335,218284000,6.241469,0.0868659,208220000.0,10064000.0,6.1175156,6.075501,0.042014502,6.193544,6.1202536,6.1167936,0.0034596443,6.15511,6.148118,6.130857,0.017261337,6.138185,55.710407,2214640000.0,3.4335325,0.54969627,5.770024,0.01599006,0.005904642,0.010085419,100.0,94.82296,108.87242,0.18018712,6.148118,6.373518,5.9227185,0.034596443
2020-02-07,6.2882624,6.310415,6.2367396,6.262128,6.262128,189752000,6.328335,-0.06620693,218284000.0,-28532000.0,6.1929827,6.1175156,0.07546711,6.2164063,6.1230164,6.1202536,0.0027629375,6.1746974,6.1587834,6.148118,0.010665464,6.1510425,51.3276,2024888000.0,6.4120455,0.44316918,3.526462,0.02242623,0.0092214905,0.013204739,61.111557,83.81203,103.21102,0.18205383,6.1587834,6.384586,5.9329815,0.027629375
2020-02-10,6.284777,6.546124,6.279799,6.5453777,6.5453777,529608000,6.262128,0.28324986,189752000.0,339856000.0,6.3056855,6.1929827,0.11270275,6.3260665,6.1796913,6.1230164,0.05667486,6.242461,6.1819935,6.1587834,0.023210073,6.191604,57.853046,2554496000.0,9.420371,9.479575,7.633415,0.047062464,0.016812628,0.030249836,99.78765,86.9664,164.15013,0.19750343,6.1819935,6.462911,5.9010763,0.5667486
2020-02-11,6.65365,6.7825813,6.5916734,6.667837,6.667837,638556000,6.5453777,0.12245941,529608000.0,108948000.0,6.4090295,6.3056855,0.10334396,6.439992,6.2292724,6.1796913,0.04958129,6.320147,6.2017937,6.1819935,0.019800043,6.2402196,63.010075,3193052000.0,8.400422,8.03323,6.313954,0.0743878,0.028355572,0.046032235,78.97852,79.95924,182.68507,0.20440152,6.2017937,6.5557117,5.8478756,0.4958129
2020-02-12,6.7206054,6.790049,6.6817765,6.7835774,6.7835774,374644000,6.667837,0.1157403,638556000.0,-263912000.0,6.517451,6.4090295,0.108421706,6.5545216,6.296476,6.2292724,0.06720357,6.404714,6.23323,6.2017937,0.0314363,6.29531,76.38712,3567696000.0,8.685593,10.996173,10.215129,0.10310315,0.04333406,0.05976909,98.73166,92.499275,148.23596,0.20415272,6.23323,6.6712832,5.795177,0.6720357
2020-02-13,6.725583,6.806974,6.698204,6.7397704,6.7397704,528016000,6.7835774,-0.04380703,374644000.0,153372000.0,6.599738,6.517451,0.08228712,6.616272,6.358627,6.296476,0.062150814,6.4658146,6.264604,6.23323,0.03137405,6.3400984,70.635124,3039680000.0,6.501483,10.158246,10.265891,0.12115088,0.058921546,0.06222934,68.78616,82.16545,106.767586,0.19200984,6.264604,6.753157,5.776051,0.6215081
2020-02-14,7.149961,7.341864,7.1185994,7.212933,7.212933,1041924000,6.7397704,0.47316265,528016000.0,513908000.0,6.7898993,6.599738,0.19016103,6.81516,6.491441,6.358627,0.13281408,6.601985,6.315455,6.264604,0.050850727,6.4275694,80.79335,4081604000.0,15.18342,22.569033,16.414265,0.16819976,0.08080428,0.08739548,80.467575,82.6618,165.36978,0.2025705,6.315455,6.9605403,5.670369,1.3281407
2020-02-18,7.10964,7.4001093,7.0902257,7.38169,7.38169,620164000,7.212933,0.16875696,1041924000.0,-421760000.0,6.9571614,6.7898993,0.16726246,7.004004,6.6314235,6.491441,0.13998261,6.744032,6.3743076,6.315455,0.05885289,6.522713,82.389015,4701768000.0,12.7771435,23.401169,18.970629,0.21533996,0.10773809,0.10760187,97.37585,82.20986,137.11153,0.20857987,6.3743076,7.1732473,5.575368,1.399826
2020-02-19,7.504149,7.8506207,7.504149,7.832948,7.832948,694332000,7.38169,0.45125818,620164000.0,74168000.0,7.1901836,6.9571614,0.23302221,7.280319,6.7996063,6.6314235,0.16818309,6.9423394,6.4573913,6.3743076,0.08308351,6.6527853,94.92599,5396100000.0,17.473598,27.341877,26.925869,0.28289887,0.14279802,0.14010085,97.6759,91.839775,164.98842,0.2333633,6.4573913,7.4813466,5.433436,1.6818309
2020-02-20,7.7849107,7.873271,7.3762136,7.6836076,7.6836076,810052000,7.832948,-0.14934063,694332000.0,115720000.0,7.3701897,7.1901836,0.18000603,7.414749,6.9438205,6.7996063,0.14421387,7.077295,6.530307,6.4573913,0.07291587,6.754708,88.31974,4586048000.0,13.26778,23.105757,23.425692,0.32137695,0.17853646,0.14284049,75.77876,90.27684,108.76587,0.25651118,6.530307,7.684129,5.376485,1.4421387
2020-02-21,7.5713534,7.5964923,7.2345886,7.319464,7.319464,768180000,7.6836076,-0.36414337,810052000.0,-41872000.0,7.486129,7.3701897,0.11593876,7.3829875,7.0429335,6.9438205,0.09911294,7.1213737,6.5815935,6.530307,0.05128629,6.8103456,74.18594,3817868000.0,8.601091,15.661773,16.297562,0.32063806,0.2069712,0.11366685,13.289166,62.247944,55.831482,0.26892075,6.5815935,7.7814093,5.381778,0.9911294
2020-02-24,6.7250853,7.0158033,6.670576,6.801996,6.801996,856916000,7.319464,-0.517468,768180000.0,88736000.0,7.403941,7.486129,-0.08218737,7.1893234,7.09692,7.0429335,0.053986836,7.0632534,6.609968,6.5815935,0.028374886,6.8095255,59.8599,2960952000.0,-5.697222,8.621164,9.10254,0.27763513,0.22110972,0.056525417,10.927151,33.331696,-42.84047,0.30520713,6.609968,7.8020387,5.4178977,0.53986835
2020-02-25,6.8771653,6.939142,6.420679,6.52248,6.52248,1055496000,6.801996,-0.27951622,856916000.0,198580000.0,7.232099,7.403941,-0.17184201,6.9670424,7.0946302,7.09692,-0.002289772,6.964859,6.637161,6.609968,0.027192544,6.7814226,53.198322,1905456000.0,-11.639747,-0.3498304,9.096582,0.21978098,0.22084388,-0.0010629039,8.657926,10.958081,-85.02888,0.32878172,6.637161,7.7928495,5.481472,-0.02289772
2020-02-26,6.522728,6.856008,6.521235,6.6618643,6.6618643,747732000,6.52248,0.13938427,1055496000.0,-307764000.0,6.9978824,7.232099,-0.23421678,6.8653164,7.0940332,7.0946302,-0.0005972862,6.909736,6.6616526,6.637161,0.024492001,6.769748,56.430172,2653188000.0,-14.950743,-0.089577205,7.9364567,0.18251719,0.21317655,-0.030659366,40.52687,20.037317,-75.40261,0.3433247,6.6616526,7.7964087,5.526897,-0.0059728622
2020-02-27,6.348309,6.649661,6.1986294,6.2910275,6.2910275,906416000,6.6618643,-0.37083673,747732000.0,158684000.0,6.7193666,6.9978824,-0.278516,6.673887,7.0447783,7.0940332,-0.04925499,6.7971888,6.670627,6.6616526,0.0089742895,6.723116,46.02065,1746772000.0,-18.124039,-7.2609167,2.9368334,0.1231364,0.19516478,-0.072028376,12.4775715,20.554123,-112.10794,0.36686572,6.670627,7.789797,5.5514574,-0.4925499
2020-02-28,6.0384903,6.785643,6.021804,6.72612,6.72612,1133252000,6.2910275,0.43509245,906416000.0,226836000.0,6.6006975,6.7193666,-0.11866884,6.6912975,7.043413,7.0447783,-0.0013650417,6.784262,6.70102,6.670627,0.030392885,6.7234077,50.830593,2880024000.0,-8.106389,-0.20253535,9.935137,0.108371384,0.17780322,-0.069431834,84.429695,45.811382,-81.480774,0.41488317,6.70102,7.7896276,5.6124125,-0.013650417
2020-03-02,6.896221,6.913406,6.5002303,6.884516,6.884516,890744000,6.72612,0.15839577,1133252000.0,-242508000.0,6.6172013,6.6006975,0.016503906,6.755704,7.0105715,7.043413,-0.03284173,6.802496,6.751006,6.70102,0.049986172,6.7390366,51.4212,3770768000.0,1.2131664,-4.5531726,16.988253,0.10767068,0.16377485,-0.05610417,96.75974,64.55567,-34.433174,0.42411026,6.751006,7.7714844,5.730528,-0.3284173
2020-03-03,6.9403033,7.000076,6.536592,6.6220164,6.6220164,652792000,6.884516,-0.26249933,890744000.0,-237952000.0,6.637109,6.6172013,0.019907285,6.711141,6.934604,7.0105715,-0.07596736,6.769673,6.783014,6.751006,0.032007623,6.727705,48.438217,3117976000.0,1.5260518,-10.291324,10.701555,0.085769616,0.14817214,-0.062402524,61.354366,80.84794,-34.997295,0.44027317,6.783014,7.740104,5.8259234,-0.7596736
2020-03-04,6.7293572,7.095213,6.6546416,7.085749,7.085749,597408000,6.6220164,0.46373272,652792000.0,-55384000.0,6.7218857,6.637109,0.084776975,6.8360105,6.8598843,6.934604,-0.074719906,6.8271537,6.8297453,6.783014,0.04673159,6.7623215,48.308914,3715384000.0,6.3628564,-9.539181,15.194505,0.10328621,0.13919419,-0.035907984,98.40937,85.50783,22.556067,0.4653435,6.8297453,7.7473836,5.912107,-0.74719906
2020-03-05,6.8862586,7.053123,6.761733,6.8063135,6.8063135,540328000,7.085749,-0.27943563,597408000.0,-57080000.0,6.824943,6.7218857,0.10305719,6.826112,6.772155,6.8598843,-0.08772941,6.823364,6.8579874,6.8297453,0.02824223,6.7665687,42.568314,3175056000.0,8.190807,-11.417736,9.049867,0.09427806,0.13021035,-0.03593229,48.28346,69.34907,36.01115,0.4807182,6.8579874,7.733179,5.9827957,-0.87729406
2020-03-06,6.626748,6.684279,6.4255147,6.625752,6.625752,515412000,6.8063135,-0.18056154,540328000.0,-24916000.0,6.804869,6.824943,-0.020073604,6.759325,6.7027836,6.772155,-0.06937122,6.7874293,6.8728585,6.8579874,0.014870858,6.7529917,33.23528,2659644000.0,-1.4922128,-9.477637,4.6997695,0.072191544,0.11860596,-0.04641442,29.89961,58.864147,-55.275795,0.4649114,6.8728585,7.7198086,6.0259085,-0.69371223
2020-03-09,5.9747334,6.460383,5.9318967,6.1127076,6.1127076,614160000,6.625752,-0.51304436,515412000.0,98748000.0,6.650508,6.804869,-0.15436164,6.543786,6.633855,6.7027836,-0.06892886,6.6647377,6.8653874,6.8728585,-0.007471013,6.6913295,30.18597,2045484000.0,-11.210783,-10.133622,-2.386094,0.014329784,0.097749814,-0.08342003,16.126183,31.436417,-176.57642,0.49233797,6.8653874,7.7372894,5.9934855,-0.6892886
2020-03-10,6.3891544,6.5022235,6.1264057,6.5022235,6.5022235,580648000,6.1127076,0.38951588,614160000.0,-33512000.0,6.6265492,6.650508,-0.023958588,6.5299315,6.631829,6.633855,-0.002025652,6.635187,6.8632298,6.8653874,-0.002157712,6.673137,39.75756,2626132000.0,-1.80901,-0.3105647,-0.6593086,-0.0009068054,0.0780178,-0.07892461,75.80278,40.609524,-75.46779,0.4866655,6.8632298,7.7386727,5.987787,-0.02025652
2020-03-11,6.3622565,6.3906484,6.0412297,6.1383595,6.1383595,499964000,6.5022235,-0.36386395,580648000.0,-80684000.0,6.4370713,6.6265492,-0.18947792,6.399408,6.5794783,6.631829,-0.052350473,6.5448475,6.8367558,6.8632298,-0.02647388,6.6217403,41.349613,2126168000.0,-13.370352,-7.8582315,-7.9407697,-0.041132648,0.05418705,-0.095319696,36.200806,42.709923,-106.602005,0.48408952,6.8367558,7.767363,5.9061484,-0.52350473
2020-03-12,5.6151032,5.8805914,5.3745203,5.387222,5.387222,816540000,6.1383595,-0.75113773,499964000.0,316576000.0,6.153253,6.4370713,-0.28381833,6.062012,6.489098,6.5794783,-0.09038057,6.3343563,6.766938,6.8367558,-0.06981778,6.503196,36.822308,1309628000.0,-20.849638,-14.366584,-20.584354,-0.13070424,0.017207969,-0.1479122,1.1263376,37.709976,-193.16788,0.5065767,6.766938,7.9015117,5.6323643,-0.90380573
2020-03-13,5.7406244,6.002626,5.469408,5.998143,5.998143,634836000,5.387222,0.6109214,816540000.0,-181704000.0,6.027731,6.153253,-0.12552175,6.040723,6.4163003,6.489098,-0.07279768,6.2732234,6.7298565,6.766938,-0.03708136,6.4547358,43.055912,1944464000.0,-9.472265,-10.823132,-11.003746,-0.151667,-0.016567627,-0.13509937,61.372482,32.899876,-101.589325,0.50418496,6.7298565,7.915497,5.544216,-0.7279768
2020-03-16,5.290092,5.631043,4.831589,4.891361,4.891361,726972000,5.998143,-1.106782,634836000.0,92136000.0,5.783462,6.027731,-0.24426928,5.6576023,6.2169847,6.4163003,-0.19931546,6.0219646,6.613778,6.7298565,-0.11607859,6.304837,37.31033,1217492000.0,-19.980448,-28.951267,-32.186237,-0.2528958,-0.06383394,-0.18906187,5.1042094,22.534344,-160.13078,0.5504772,6.613778,8.0320425,5.195514,-1.9931545
2020-03-17,5.0036836,5.5005407,4.756874,5.411131,5.411131,833632000,4.891361,0.51976967,726972000.0,106660000.0,5.5652432,5.783462,-0.21821852,5.575445,6.0958962,6.2169847,-0.12108855,5.9109,6.51525,6.613778,-0.09852795,6.2192025,38.258312,2051124000.0,-16.7803,-18.285753,-26.69523,-0.2885881,-0.10878529,-0.17980282,52.519024,39.665237,-109.36325,0.57968384,6.51525,7.981862,5.0486383,-1.2108855
2020-03-18,4.9835105,5.2285767,4.4998536,5.0512524,5.0512524,874268000,5.411131,-0.35987854,833632000.0,40636000.0,5.3478217,5.5652432,-0.21742144,5.4007144,5.8924465,6.0958962,-0.20344968,5.7545958,6.3761654,6.51525,-0.13908479,6.107355,34.19912,1176856000.0,-17.71006,-28.712515,-35.512756,-0.34146804,-0.15532225,-0.18614577,48.745037,35.45609,-114.851006,0.6116869,6.3761654,7.844217,4.908114,-2.0344968
