Price,Open,High,Low,Close,Adj Close,Volume
Ticker,CRM,CRM,CRM,CRM,,CRM
Date,,,,,,
2020-01-02,162.21364418137014,165.33086276354058,161.8771870950254,165.25169372558594,165.25169372558594,5189300
2020-01-03,163.34178539951068,165.03399159010547,163.2824123928145,164.4402313232422,164.4402313232422,3205400
2020-01-06,163.2824044297906,171.86215077783467,162.73812672836794,171.64443969726562,171.64443969726562,8836200
2020-01-07,171.42675313975434,175.02886185180185,170.29862060630958,174.1679229736328,174.1679229736328,8272700
2020-01-08,173.4059239160508,176.98825148060743,172.93092474559435,175.48406982421875,175.48406982421875,7225100
2020-01-09,176.97830949145091,178.02727269781641,175.44444164631628,177.73040771484375,177.73040771484375,5952900
2020-01-10,177.96793508208162,178.7991873995585,176.82991215458003,178.32418823242188,178.32418823242188,5111800
2020-01-13,179.3731373200482,182.5299328806487,179.24450084544398,181.93618774414062,181.93618774414062,6202600
2020-01-14,181.58983696085664,181.93619963809212,180.1450283443286,180.2241973876953,180.2241973876953,4342300
2020-01-15,179.7887578266731,181.18408376877667,178.73979452833694,179.1752166748047,179.1752166748047,3886600
2020-01-16,180.33303560355856,181.20387989694703,179.0762667982679,180.7882537841797,180.7882537841797,3485300
2020-01-17,181.32262864209076,181.43148418041017,179.47209959061107,180.33303833007812,180.33303833007812,4577000
2020-01-21,179.6205608316921,184.06382747940904,179.61067036297172,183.3414306640625,183.3414306640625,6302400
2020-01-22,183.46014349741756,184.49921632325723,180.78825273093668,180.84762573242188,180.84762573242188,4781800
2020-01-23,181.3028456761901,182.38149548020888,179.4127245774381,182.0648193359375,182.0648193359375,4369000
2020-01-24,183.0742253657195,184.1924673580459,179.24451532113454,180.2143096923828,180.2143096923828,4653600
2020-01-27,176.90906505128504,179.8382439312026,175.4543660785061,178.82887268066406,178.82887268066406,4239400
2020-01-28,179.25440328015432,181.94609035855393,178.47263351324352,180.9466094970703,180.9466094970703,3445300
2020-01-29,182.08463578403789,182.18360086520542,179.7294057718034,179.8778533935547,179.8778533935547,2785500
2020-01-30,179.01687845500453,184.00442200138383,178.66062534454886,183.7372283935547,183.7372283935547,3715700
2020-01-31,182.93565915328895,184.0934779650247,178.90801947917666,180.41220092773438,180.41220092773438,4193300
2020-02-03,181.35231890422264,183.93515027613472,179.95700801131161,183.48983764648438,183.48983764648438,4755200
2020-02-04,186.04298321727612,187.7153933015511,184.7070302233422,186.3794403076172,186.3794403076172,3983200
2020-02-05,188.41798950849122,188.5664371153743,180.95648519429963,183.55911254882812,183.55911254882812,6162700
2020-02-06,184.8851589183627,185.6075556146804,182.32212364653358,184.78619384765625,184.78619384765625,4102700
2020-02-07,184.9049545230811,186.6862049920621,183.71743407716082,183.78671264648438,183.78671264648438,3713100
2020-02-10,184.23201788953025,187.2997537521168,183.62836722366447,187.15130615234375,187.15130615234375,3873500
2020-02-11,189.4867580386932,190.59510951064266,186.68621550592044,187.1414337158203,187.1414337158203,4299200
2020-02-12,187.73520583334445,188.5367716601617,184.82580757308077,187.48780822753906,187.48780822753906,4535400
2020-02-13,186.53777326833895,189.06123157657436,186.4586042316157,186.6763153076172,186.6763153076172,3132100
2020-02-14,187.3789263980966,188.26955161411001,186.14193854255055,187.97267150878906,187.97267150878906,3599400
2020-02-18,188.9622727754609,189.50655048352374,186.95340558929738,189.10081481933594,189.10081481933594,4957000
