Price,Open,High,Low,Close,Adj Close,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,,AAPL
Date,,,,,,
2020-01-02,71.5458973217052,72.59889913772518,71.29231130597061,72.53852081298828,72.53852081298828,135480400
2020-01-03,71.76568192376371,72.594070846621,71.6086997390569,71.83330535888672,71.83330535888672,146322800
2020-01-06,70.95418053006813,72.4443131708714,70.70300468370534,72.40567016601562,72.40567016601562,118387200
2020-01-07,72.41534488187352,72.67134838279743,71.84537704823941,72.06515502929688,72.06515502929688,108872000
2020-01-08,71.76808624589498,73.52630260685811,71.76808624589498,73.22441101074219,73.22441101074219,132079200
2020-01-09,74.20253438813242,74.97296230565743,73.9513658951312,74.77975463867188,74.77975463867188,170108400
2020-01-10,75.01403533204297,75.51396965111952,74.44647758118805,74.94882202148438,74.94882202148438,140644800
2020-01-13,75.26520375211625,76.57661912211044,75.14685723047293,76.550048828125,76.550048828125,121532000
2020-01-14,76.48725308231118,76.6973684411486,75.39319829942681,75.51636505126953,75.51636505126953,161954400
2020-01-15,75.31593080536074,76.19745295500711,74.76044574351113,75.19275665283203,75.19275665283203,121923600
2020-01-16,75.73614811924845,76.24574496948411,75.3738782015038,76.1346435546875,76.1346435546875,108829200
2020-01-17,76.38341102005822,76.97994918369933,76.07669177323754,76.9775390625,76.9775390625,137816400
2020-01-21,76.60560865744733,77.04757477909159,76.31820722415463,76.45587158203125,76.45587158203125,110843200
2020-01-22,76.94129287751667,77.28182746630861,76.63457368368562,76.72876739501953,76.72876739501953,101832400
2020-01-23,76.78189247630218,77.17797035715289,76.23365270464286,77.09827423095703,77.09827423095703,104472000
2020-01-24,77.34463502870749,78.08849275649891,76.68530106036428,76.8760986328125,76.8760986328125,146537600
2020-01-27,74.8836004716033,75.29658608064733,73.63256355928529,74.61552429199219,74.61552429199219,161940000
2020-01-28,75.49704725649863,76.89782122944564,75.39802593452413,76.72634887695312,76.72634887695312,162234000
2020-01-29,78.35899827586796,79.1801420756795,77.61755062731045,78.33242797851562,78.33242797851562,216229200
2020-01-30,77.4146666313588,78.27203580279424,76.9823558087521,78.21890258789062,78.21890258789062,126743200
2020-01-31,77.50885574859744,77.93150399168975,74.4561316996704,74.75077819824219,74.75077819824219,199588400
2020-02-03,73.49249228699044,75.71200004458515,72.99014787932889,74.54549407958984,74.54549407958984,173788400
2020-02-04,76.15154128644726,77.19729777289353,75.7458008005722,77.00650024414062,77.00650024414062,136616400
2020-02-05,78.13437206813377,78.43385354098093,77.03066200298008,77.63444519042969,77.63444519042969,118826800
2020-02-06,77.90493506301061,78.54494373627665,77.34704001476739,78.54252624511719,78.54252624511719,105425600
2020-02-07,78.04140355652011,78.2907522912515,76.98348700831134,77.47492218017578,77.47492218017578,117684000
2020-02-10,76.05872699723375,77.84290313720703,75.97884171109904,77.84290313720703,77.84290313720703,109348800
2020-02-11,78.33918290445037,78.41180589004748,77.15537652396827,77.37325286865234,77.37325286865234,94323200
2020-02-12,77.8235277760248,79.21552479911539,77.8235277760248,79.21068572998047,79.21068572998047,113730400
2020-02-13,78.481997082219,78.97343221924942,78.27864537598826,78.64661407470703,78.64661407470703,94747600
2020-02-14,78.61516451334795,78.91535678515409,78.15762488828393,78.66600799560547,78.66600799560547,80113600
2020-02-18,76.34436499059119,77.40712785272389,76.1628001871837,77.2255630493164,77.2255630493164,152531200
2020-02-19,77.46765770370357,78.57399446337855,77.46765770370357,78.34400939941406,78.34400939941406,93984000
2020-02-20,78.10434874137093,78.59336068691168,77.0343234338156,77.540283203125,77.540283203125,100566000
2020-02-21,77.13357171386221,77.57659398679,75.16783122272501,75.78514862060547,75.78514862060547,129554000
2020-02-24,71.96261025745015,73.63784411599852,70.01865663591204,72.1853256225586,72.1853256225586,222195200
2020-02-25,72.85590793147738,73.23840120801118,69.26818556775696,69.74024963378906,69.74024963378906,230673600
2020-02-26,69.36502045153675,72.11270274954929,69.35775815457548,70.84658813476562,70.84658813476562,198054800
2020-02-27,68.05049624740387,69.23671826456818,66.07990918137826,66.2154769897461,66.2154769897461,320605600
2020-02-28,62.27917132496963,67.3992989911438,62.0637108077199,66.1767578125,66.1767578125,426510000
2020-03-02,68.33616370279057,72.97454103190371,67.23225006740749,72.33785247802734,72.33785247802734,341397200
2020-03-03,73.51440097180128,73.59428625555064,69.18830958377835,70.04045867919922,70.04045867919922,319475600
2020-03-04,71.76411894811032,73.44903883256075,70.962813265488,73.28926086425781,73.28926086425781,219178400
2020-03-05,71.54139095760931,72.51699913623247,70.54641911205819,70.91197204589844,70.91197204589844,187572800
2020-03-06,68.26839282499563,70.40359752261656,68.08198888011519,69.97026062011719,69.97026062011719,226176800
2020-03-09,63.850297174318,67.32181576257562,63.66873234822989,64.43614959716797,64.43614959716797,286744800
2020-03-10,67.09184552066098,69.34324665860709,65.21082898559138,69.07695007324219,69.07695007324219,285290000
2020-03-11,67.15238185093062,68.07956995144926,65.8136363324186,66.67788696289062,66.67788696289062,255598800
2020-03-12,61.959612728994784,65.36334796143669,60.037445534949256,60.09312438964844,60.09312438964844,418474000
2020-03-13,64.12628289000264,67.76484191547881,61.235766409905956,67.29277038574219,67.29277038574219,370732000
2020-03-16,58.572816419236986,62.719754836954735,58.10074857584745,58.63576126098633,58.63576126098633,322423600
2020-03-17,59.9188176066588,62.363888604538765,57.71340983694092,61.21398162841797,61.21398162841797,324056000
2020-03-18,58.045063064001496,60.521606153497835,57.40353182240701,59.715457916259766,59.715457916259766,300233600
2020-03-19,59.88977278720958,61.20914333463061,58.73259973445275,59.25792694091797,59.25792694091797,271857200
2020-03-20,59.83892290297791,60.96462703593952,55.19570687816326,55.49589538574219,55.49589538574219,401693200
2020-03-23,55.215078862447456,55.31675472983707,51.470001124172114,54.31693649291992,54.31693649291992,336752800
2020-03-24,57.21955352533474,59.962393449772364,56.720856028881734,59.76630401611328,59.76630401611328,287531200
2020-03-25,60.7031839918948,62.518832565929536,59.141726957014214,59.43707275390625,59.43707275390625,303602000
2020-03-26,59.67916036796759,62.62292917138006,59.64042564443605,62.5648307800293,62.5648307800293,252087200
2020-03-27,61.18735053944383,61.94265908510833,59.80745850642363,59.9744987487793,59.9744987487793,204216800
2020-03-30,60.700756687792804,61.85792960202071,60.376358043352745,61.6860466003418,61.6860466003418,167976400
2020-03-31,61.877294107845245,63.545265799093606,61.005781466460334,61.560157775878906,61.560157775878906,197002000
2020-04-01,59.67431113291772,60.21174335831203,57.890135142365466,58.321048736572266,58.321048736572266,176218400
2020-04-02,58.18306674441,59.34750218277398,57.35028861884206,59.29424285888672,59.29424285888672,165934000
2020-04-03,58.77858908876302,59.4806382957601,57.85139756896397,58.44208908081055,58.44208908081055,129880000
2020-04-06,60.73947898643968,63.69535199342072,60.37151030169897,63.54042053222656,63.54042053222656,201820400
2020-04-07,65.55702297543276,65.77490674149945,62.70040515518053,62.804500579833984,62.804500579833984,202887200
2020-04-08,63.60578200367688,64.726643281739,63.240236542570365,64.41193389892578,64.41193389892578,168895200
2020-04-09,65.04864148440106,65.38029878683781,64.080295544256,64.87675476074219,64.87675476074219,161834800
2020-04-13,64.95422341312944,66.25907309767462,64.35384627795469,66.15013122558594,66.15013122558594,131022800
2020-04-14,67.78419196827916,69.78140476734453,67.31212053334382,69.49089813232422,69.49089813232422,194994800
2020-04-15,68.365216078865,69.31661411100032,67.93672569645638,68.85665130615234,68.85665130615234,131154400
2020-04-16,69.57081834931556,69.76933104897813,68.35312357088294,69.40377807617188,69.40377807617188,157125200
2020-04-17,68.91959068992213,69.46670842031787,67.02404968637673,68.46204376220703,68.46204376220703,215250000
2020-04-20,67.28794093663315,68.19091879039594,67.02164432762936,67.04100799560547,67.04100799560547,130015200
2020-04-21,66.88363145554771,67.11845556313274,64.25699249245112,64.9687271118164,64.9687271118164,180991600
2020-04-22,66.23727232674312,67.27582530173389,65.89593692179542,66.84007263183594,66.84007263183594,116862400
2020-04-23,66.78439882318551,68.20786856663918,66.54231233315308,66.58104705810547,66.58104705810547,124814400
2020-04-24,67.10637563628991,68.51289750296907,67.05795538482593,68.50321197509766,68.50321197509766,126161200
2020-04-27,68.21995585468255,68.88327772422247,67.77210185087893,68.55162048339844,68.55162048339844,117087600
2020-04-28,69.01398356469981,69.19554835392223,67.34843543739386,67.44042205810547,67.44042205810547,112004800
2020-04-29,68.92927352946674,70.125181113428,68.7259218099285,69.65553283691406,69.65553283691406,137280800
2020-04-30,70.19538886698345,71.30172577794379,69.80563320705274,71.125,71.125,183064000
2020-05-01,69.29724910279991,72.38385146458401,69.2004159964793,69.97993469238281,69.97993469238281,240616800
2020-05-04,70.00415476707384,71.09838306103778,69.31420678113763,70.97007751464844,70.97007751464844,133568000
2020-05-05,71.43001651075052,72.86801039665262,71.28476318520556,72.03523254394531,72.03523254394531,147751200
2020-05-06,72.73729206539267,73.41029209502018,72.35237549978946,72.77845001220703,72.77845001220703,142333600
2020-05-07,73.40545924879912,73.87753081736858,73.10285116327836,73.53134155273438,73.53134155273438,115215200
2020-05-08,74.19161621586483,75.33492815693087,73.86391326493965,75.28152465820312,75.28152465820312,133838400
2020-05-11,74.78874082159405,76.96127521844708,74.57997904728234,76.4660873413086,76.4660873413086,145946400
2020-05-12,77.15059895407951,77.60210241325883,75.47083037079274,75.59220123291016,75.59220123291016,162301200
2020-05-13,75.77185010542999,76.69427337454634,73.60173785754363,74.67951202392578,74.67951202392578,200622400
2020-05-14,73.91730709017112,75.19898348401253,73.19393386714296,75.13829803466797,75.13829803466797,158929200
2020-05-15,72.90749301488646,74.74019043820076,72.87350561087283,74.6940689086914,74.6940689086914,166348400
