Price,Open,High,Low,Close,Adj Close,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,,MSFT
Date,,,,,,
2020-01-02,151.0407651792479,152.89571563537615,150.61270192245635,152.79107666015625,152.79107666015625,22622100
2020-01-03,150.6032296866788,152.1537709346399,150.3558932248189,150.8885955810547,150.8885955810547,21116200
2020-01-06,149.4236895425469,151.34523581046366,148.8814652208115,151.2786407470703,151.2786407470703,20813700
2020-01-07,151.55450216789137,151.8874339140462,149.65198528111424,149.89930725097656,149.89930725097656,21634100
2020-01-08,151.18347838942788,152.96234132463985,150.25124929659466,152.2869415283203,152.2869415283203,27746500
2020-01-09,153.95163855191004,154.31312134782266,153.18112165750648,154.189453125,154.189453125,21385000
2020-01-10,154.883901340539,155.26439889865875,153.32382361311434,153.4760284423828,153.4760284423828,20725900
2020-01-13,153.87557043595248,155.35002402068366,153.39994118378453,155.3214874267578,155.3214874267578,21626500
2020-01-14,155.42610412162335,155.6258747654675,153.83750438933242,154.22752380371094,154.22752380371094,23477400
2020-01-15,154.69364646058995,155.9493145977765,154.6460951495271,155.22634887695312,155.22634887695312,21417900
2020-01-16,156.33933481414817,158.13721273567788,156.03492513756743,158.07061767578125,158.07061767578125,23865400
2020-01-17,159.25967161419416,159.30723743482343,157.36666226753334,158.9552764892578,158.9552764892578,34371700
2020-01-21,158.5557563021477,159.99216589497755,158.31794168241322,158.38453674316406,158.38453674316406,29517200
2020-01-22,159.2406871658645,159.32631147309735,157.6045211784257,157.62355041503906,157.62355041503906,24138800
2020-01-23,158.08967563495898,158.66994398570773,157.2145194283478,158.59384155273438,158.59384155273438,19680800
2020-01-24,159.3452757118844,159.36430494246906,156.43442757958437,156.99566650390625,156.99566650390625,24918100
2020-01-27,153.2952821260526,155.41659876422113,152.39158956809186,154.37020874023438,154.37020874023438,32078100
2020-01-28,155.79708116588947,157.68056851092973,155.1216959101907,157.39520263671875,157.39520263671875,24899900
2020-01-29,159.65917752691357,160.52482599812998,157.61397814243833,159.84942626953125,159.84942626953125,34754500
2020-01-30,165.56654658590898,165.56654658590898,162.4654345533492,164.3584442138672,164.3584442138672,51597500
2020-01-31,163.81624164178635,163.99696857403814,161.3144270049764,161.9327392578125,161.9327392578125,36142700
2020-02-03,162.12296502881173,165.99459375290948,162.09442843750818,165.8804473876953,165.8804473876953,30107000
2020-02-04,168.50590659560362,171.83531088100904,167.7163604089728,171.3406524658203,171.3406524658203,36433300
2020-02-05,175.0601267878599,175.2218390152504,169.71405786275008,171.1314239501953,171.1314239501953,39186300
2020-02-06,172.14924495581388,174.8603373773768,171.2835962721511,174.67959594726562,174.67959594726562,27751400
2020-02-07,173.93763837447938,176.5821360841545,173.58566282718309,174.92694091796875,174.92694091796875,33529100
2020-02-10,174.6320480052912,179.63566280027678,174.3181309390107,179.5024871826172,179.5024871826172,35844300
2020-02-11,181.35741036743522,181.404976191026,174.55591853044396,175.45010375976562,175.45010375976562,53159900
2020-02-12,176.53452983335058,176.79137365715482,172.98634018174704,175.70693969726562,175.70693969726562,47062900
2020-02-13,174.1563788696869,177.15283683880781,173.95660823138869,174.75567626953125,174.75567626953125,35295800
2020-02-14,174.31810167745414,176.37282330362197,173.7473408318349,176.3157501220703,176.3157501220703,23149500
2020-02-18,176.56304646169457,178.5511727442133,176.4584074723489,178.1040802001953,178.1040802001953,27792200
2020-02-19,179.3822668588419,179.4967249914194,177.86563838340436,178.6382598876953,178.6382598876953,29997500
2020-02-20,178.32347311107588,178.60963297738593,172.743421214159,175.91021728515625,175.91021728515625,36862400
2020-02-21,174.71789239781745,175.0326667876502,169.07106369542777,170.34922790527344,170.34922790527344,48572600
2020-02-24,160.02854926687735,166.49569679653965,155.69803151876323,163.00457763671875,163.00457763671875,68311100
2020-02-25,166.16182874650244,166.77229643217194,159.9140646567096,160.314697265625,160.314697265625,68073300
2020-02-26,161.87901364573722,165.26519300844907,160.44822871342618,162.31777954101562,162.31777954101562,56206100
2020-02-27,155.783864027851,159.32266379801655,150.69025881613402,150.8810272216797,150.8810272216797,93174900
2020-02-28,145.37734459465287,156.1559312891195,144.98625974300697,154.53436279296875,154.53436279296875,97012700
2020-03-02,157.68205041514142,164.94090056106432,154.8204802848911,164.81689453125,164.81689453125,71030800
2020-03-03,165.78028134976233,166.92490636820497,154.7727679449088,156.9189453125,156.9189453125,71677000
2020-03-04,160.71529466057675,162.82330947641486,157.97771647661318,162.68023681640625,162.68023681640625,49814400
2020-03-05,158.38788293870178,162.9854639383648,158.0444939987302,158.5977325439453,158.5977325439453,47817300
2020-03-06,155.1066131661126,155.58354143800216,148.8016208295447,154.11460876464844,154.11460876464844,72821100
2020-03-09,144.03237685786044,150.4709102604469,143.07852005747728,143.66990661621094,143.66990661621094,70419300
2020-03-10,150.86198947404407,153.5995537326078,145.5394669777741,153.49462890625,153.49462890625,65354400
2020-03-11,149.87949860861463,150.4231893253635,144.1754254179257,146.54100036621094,146.54100036621094,56371600
2020-03-12,138.59538160235746,146.38838910499453,132.18546340559118,132.643310546875,132.643310546875,93226400
2020-03-13,140.6938411385518,154.43891751850273,134.23622821911493,151.50103759765625,151.50103759765625,92727400
2020-03-16,133.53989826347046,142.4584615765155,128.77061618263224,129.17123413085938,129.17123413085938,87905900
2020-03-17,133.53993269767716,140.69385766362416,128.77064938704584,139.80677795410156,139.80677795410156,81059800
2020-03-18,131.6322279550157,139.26308174950935,128.78973899188242,133.92147827148438,133.92147827148438,81593200
2020-03-19,136.18212226051716,143.22157466077158,132.5860785020876,136.12489318847656,136.12489318847656,85922700
2020-03-20,139.26309306250047,140.3123413663581,129.59098567445727,131.01223754882812,131.01223754882812,84866200
2020-03-23,130.6879003068529,134.0836423608826,126.40509306902422,129.70542907714844,129.70542907714844,78975200
2020-03-24,137.11690309012602,142.6969707073253,134.75134250691278,141.49510192871094,141.49510192871094,82516700
2020-03-25,142.03882054333977,147.2087226877982,137.77507945408,140.14064025878906,140.14064025878906,75638200
2020-03-26,141.55232885298807,149.4311945319734,141.52371431628413,148.9065704345703,148.9065704345703,64568100
2020-03-27,144.74772132354147,147.7428300985591,142.3153843804771,142.7923126220703,142.7923126220703,57042300
2020-03-30,145.4059189450811,153.18939317810145,143.08803957541994,152.83645629882812,152.83645629882812,63420300
2020-03-31,152.04474477660588,157.17649823097136,149.33579537324835,150.4327392578125,150.4327392578125,77927200
2020-04-01,145.94008796148657,150.4709076857811,143.86068715848717,145.09115600585938,145.09115600585938,57969900
2020-04-02,144.85265768035055,148.3056137675821,143.42187284137225,148.09576416015625,148.09576416015625,49630700
2020-04-03,147.94316773099004,150.11795966237685,145.16744147090267,146.7317657470703,146.7317657470703,41243300
2020-04-06,152.92227333784066,158.81709922367324,150.30870142023556,157.64385986328125,157.64385986328125,67111700
2020-04-07,161.76453069382984,162.15561537698372,155.72661691587626,155.94601440429688,155.94601440429688,62769000
2020-04-08,158.0254216203681,158.97927822305374,155.95555453910382,157.51034545898438,157.51034545898438,48318200
2020-04-09,158.6836038185592,159.64699386180075,155.79341913413606,157.5198974609375,157.5198974609375,51385100
